timestamp,sensor_id,reading,location,shift
01/06/2026 11:30,P1,58.13517217,Kisumu,Afternoon
01/06/2026 11:35,temp_sensor,37.69135684,mombasa,Afternoon
01/06/2026 11:40,TEMP_SENS,52.27459935,Mombasa,Afternoon
01/06/2026 11:45,P1,63.07142754,mombasa,Afternoon
01/06/2026 11:50,P1,33.92516765,NRB,Night
01/06/2026 11:55,temp_sensor,51.84633859,Nairobi,Afternoon
01/06/2026 12:00,TEMP_SENS,52.59882794,MBA,Afternoon
01/06/2026 12:05,temp_sensor,57.81822872,Mombasa,Night
01/06/2026 12:10,TEMP_SENS,37.63049289,NRB,Morning
01/06/2026 12:15,TEMP_SENS,36.79543387,Kisumu,Morning
01/06/2026 12:20,Pressure_01,55.21941566,Kisumu,Morning
01/06/2026 12:25,P1,52.96984673,NRB,Night
01/06/2026 12:30,P1,52.5049285,Nairobi,Night
01/06/2026 12:35,Pressure_01,53.46448209,Kisumu,Morning
01/06/2026 12:40,temp_sensor,43.19975278,Nairobi,Morning
01/06/2026 12:45,Pressure_01,52.32253697,Mombasa,Morning
01/06/2026 12:50,P1,52.93072473,Mombasa,Afternoon
01/06/2026 12:55,P1,42.85648582,NRB,Night
01/06/2026 13:00,Pressure_01,68.65774511,NRB,Afternoon
01/06/2026 13:05,Pressure_01,54.73832921,Nairobi,Night
01/06/2026 13:10,Pressure_01,38.08696503,Mombasa,Night
01/06/2026 13:15,P1,56.56553609,Mombasa,Afternoon
01/06/2026 13:20,Pressure_01,40.2531833,NRB,Morning
01/06/2026 13:25,Pressure_01,57.87084604,Kisumu,Night
01/06/2026 13:30,temp_sensor,61.58595579,MBA,Afternoon
01/06/2026 13:35,Pressure_01,41.79317682,NRB,Afternoon
01/06/2026 13:40,P1,59.63376129,MBA,Night
01/06/2026 13:45,temp_sensor,54.12780927,Mombasa,Morning
01/06/2026 13:50,TEMP_SENS,58.2206016,NRB,Night
01/06/2026 13:55,P1,68.96792983,Kisumu,Night
01/06/2026 14:00,P1,47.54611884,Kisumu,Morning
01/06/2026 14:05,TEMP_SENS,42.46263836,Nairobi,Afternoon
01/06/2026 14:10,P1,41.1048557,mombasa,Afternoon
01/06/2026 14:15,TEMP_SENS,41.84189715,Mombasa,Morning
01/06/2026 14:20,TEMP_SENS,49.22898291,Mombasa,Afternoon
01/06/2026 14:25,P1,53.41151975,NRB,Afternoon
01/06/2026 14:30,Pressure_01,52.76690799,mombasa,Morning
01/06/2026 14:35,Pressure_01,58.27183249,mombasa,Morning
01/06/2026 14:40,TEMP_SENS,50.13001892,mombasa,Afternoon
01/06/2026 14:45,temp_sensor,64.53534077,NRB,Night
01/06/2026 14:50,TEMP_SENS,47.35343167,NRB,Afternoon
01/06/2026 14:55,TEMP_SENS,77.20169167,MBA,Morning
01/06/2026 15:00,TEMP_SENS,56.25667348,MBA,Night
01/06/2026 15:05,Pressure_01,41.42842444,MBA,Night
01/06/2026 15:10,Pressure_01,39.29107502,Nairobi,Night
01/06/2026 15:15,Pressure_01,54.82472415,Mombasa,Night
01/06/2026 15:20,TEMP_SENS,47.76537215,MBA,Night
01/06/2026 15:25,temp_sensor,57.14000494,Nairobi,Night
01/06/2026 15:30,Pressure_01,54.73237625,Nairobi,Night
01/06/2026 15:35,P1,49.27171087,NRB,Morning
01/06/2026 15:40,P1,41.53206282,mombasa,Night
01/06/2026 15:45,P1,34.85152775,Kisumu,Afternoon
01/06/2026 15:50,TEMP_SENS,45.53485048,mombasa,Night
01/06/2026 15:55,P1,58.56398794,MBA,Night
01/06/2026 16:00,TEMP_SENS,52.14093744,Kisumu,Night
01/06/2026 16:05,P1,37.54261221,Mombasa,Night
01/06/2026 16:10,temp_sensor,51.73180926,Kisumu,Night
01/06/2026 16:15,TEMP_SENS,53.8531738,Kisumu,Morning
01/06/2026 16:20,P1,41.16142564,Mombasa,Afternoon
01/06/2026 16:25,Pressure_01,51.53725106,Mombasa,Night
01/06/2026 16:30,TEMP_SENS,50.58208718,Nairobi,Night
01/06/2026 16:35,Pressure_01,38.57029702,Nairobi,Morning
01/06/2026 16:40,Pressure_01,53.5778736,Nairobi,Afternoon
01/06/2026 16:45,Pressure_01,55.60784526,NRB,Afternoon
01/06/2026 16:50,Pressure_01,60.83051243,Nairobi,Night
01/06/2026 16:55,P1,60.53802052,Mombasa,Night
01/06/2026 17:00,P1,36.22330632,Kisumu,Night
01/06/2026 17:05,TEMP_SENS,40.6217496,Mombasa,Afternoon
01/06/2026 17:10,TEMP_SENS,55.15035267,Kisumu,Morning
01/06/2026 17:15,TEMP_SENS,55.13785951,mombasa,Night
01/06/2026 17:20,P1,55.15047686,Mombasa,Night
01/06/2026 17:25,TEMP_SENS,88.52731491,Nairobi,Morning
01/06/2026 17:30,Pressure_01,55.70890511,Nairobi,Morning
01/06/2026 17:35,P1,61.3556564,Kisumu,Night
01/06/2026 17:40,TEMP_SENS,59.54001763,MBA,Morning
01/06/2026 17:45,Pressure_01,56.51391251,NRB,Night
01/06/2026 17:50,TEMP_SENS,46.84730755,Mombasa,Afternoon
01/06/2026 17:55,temp_sensor,57.5896922,NRB,Afternoon
01/06/2026 18:00,TEMP_SENS,42.27174785,Mombasa,Morning
01/06/2026 18:05,temp_sensor,47.63181393,mombasa,Morning
01/06/2026 18:10,TEMP_SENS,45.14636452,mombasa,Afternoon
01/06/2026 18:15,TEMP_SENS,50.81874139,Kisumu,Afternoon
01/06/2026 18:20,P1,73.14658567,NRB,Morning
01/06/2026 18:25,P1,31.32734807,Nairobi,Afternoon
01/06/2026 18:30,temp_sensor,56.8626019,MBA,Afternoon
01/06/2026 18:35,P1,33.87284129,Mombasa,Morning
01/06/2026 18:40,Pressure_01,45.28068134,Mombasa,Night
01/06/2026 18:45,Pressure_01,60.88950597,Kisumu,Morning
01/06/2026 18:50,temp_sensor,50.64280019,MBA,Night
01/06/2026 18:55,Pressure_01,39.22255222,NRB,Night
01/06/2026 19:00,Pressure_01,42.84696291,NRB,Afternoon
01/06/2026 19:05,TEMP_SENS,56.79597749,Kisumu,Afternoon
01/06/2026 19:10,P1,42.69633368,Mombasa,Morning
01/06/2026 19:15,Pressure_01,52.1645859,mombasa,Morning
01/06/2026 19:20,Pressure_01,50.4557184,MBA,Afternoon
01/06/2026 19:25,P1,43.48399652,Mombasa,Afternoon
01/06/2026 19:30,Pressure_01,71.43944089,mombasa,Night
01/06/2026 19:35,Pressure_01,56.33919022,NRB,Afternoon
01/06/2026 19:40,P1,29.74857413,mombasa,Morning
01/06/2026 19:45,TEMP_SENS,51.86454315,Kisumu,Afternoon
01/06/2026 19:50,Pressure_01,43.38213535,Nairobi,Afternoon
01/06/2026 19:55,P1,58.52433335,Mombasa,Afternoon
01/06/2026 20:00,Pressure_01,42.07479262,MBA,Morning
01/06/2026 20:05,Pressure_01,48.85263559,mombasa,Afternoon
01/06/2026 20:10,TEMP_SENS,55.04987279,NRB,Night
01/06/2026 20:15,temp_sensor,58.65755194,mombasa,Night
01/06/2026 20:20,temp_sensor,37.99703593,NRB,Morning
01/06/2026 20:25,P1,46.65498764,Nairobi,Morning
01/06/2026 20:30,temp_sensor,45.25054689,Kisumu,Afternoon
01/06/2026 20:35,P1,43.46670767,NRB,Afternoon
01/06/2026 20:40,temp_sensor,67.6545424,MBA,Morning
01/06/2026 20:45,TEMP_SENS,54.04981711,Nairobi,Night
01/06/2026 20:50,P1,37.39116046,Kisumu,Night
01/06/2026 20:55,temp_sensor,59.17861947,mombasa,Morning
01/06/2026 21:00,TEMP_SENS,71.22156197,Kisumu,Morning
01/06/2026 21:05,temp_sensor,60.32465261,Kisumu,Night
01/06/2026 21:10,Pressure_01,34.80630034,Mombasa,Night
01/06/2026 21:15,Pressure_01,45.15765927,NRB,Night
01/06/2026 21:20,TEMP_SENS,62.66911149,Kisumu,Afternoon
01/06/2026 21:25,Pressure_01,42.92330534,MBA,Night
01/06/2026 21:30,Pressure_01,54.43819428,Mombasa,Night
01/06/2026 21:35,P1,57.74634053,Mombasa,Morning
01/06/2026 21:40,temp_sensor,40.73069528,Nairobi,Night
01/06/2026 21:45,P1,49.40474644,mombasa,Night
01/06/2026 21:50,temp_sensor,17.5873266,Mombasa,Afternoon
01/06/2026 21:55,Pressure_01,39.75612359,MBA,Afternoon
01/06/2026 22:00,P1,47.47431849,NRB,Afternoon
01/06/2026 22:05,temp_sensor,37.52216818,NRB,Morning
01/06/2026 22:10,temp_sensor,66.32411304,NRB,Morning
01/06/2026 22:15,P1,35.69858622,Nairobi,Afternoon
01/06/2026 22:20,TEMP_SENS,45.59955513,MBA,Afternoon
01/06/2026 22:25,temp_sensor,51.30740577,Mombasa,Night
01/06/2026 22:30,Pressure_01,64.41273289,Kisumu,Night
01/06/2026 22:35,temp_sensor,35.64137849,MBA,Night
01/06/2026 22:40,Pressure_01,61.63163752,Nairobi,Afternoon
01/06/2026 22:45,P1,50.10233061,Nairobi,Night
01/06/2026 22:50,temp_sensor,40.18491349,mombasa,Night
01/06/2026 22:55,Pressure_01,54.62103474,MBA,Afternoon
01/06/2026 23:00,Pressure_01,51.99059696,NRB,Night
01/06/2026 23:05,P1,43.99783123,Nairobi,Afternoon
01/06/2026 23:10,temp_sensor,50.69802085,Nairobi,Morning
01/06/2026 23:15,temp_sensor,46.14686403,mombasa,Morning
01/06/2026 23:20,P1,51.13517345,Kisumu,Night
01/06/2026 23:25,temp_sensor,56.62130675,NRB,Morning
01/06/2026 23:30,P1,65.86016816,Kisumu,Morning
01/06/2026 23:35,temp_sensor,37.62184501,Nairobi,Afternoon
01/06/2026 23:40,TEMP_SENS,71.33033375,Mombasa,Afternoon
01/06/2026 23:45,temp_sensor,30.479122,NRB,Night
01/06/2026 23:50,Pressure_01,48.48214905,MBA,Afternoon
01/06/2026 23:55,Pressure_01,55.88317206,mombasa,Night
02/06/2026 00:00,TEMP_SENS,52.80991868,Kisumu,Night
02/06/2026 00:05,temp_sensor,43.7730048,Mombasa,Afternoon
02/06/2026 00:10,Pressure_01,47.9187775,Mombasa,Night
02/06/2026 00:15,Pressure_01,45.06999065,MBA,Morning
02/06/2026 00:20,temp_sensor,44.10635243,mombasa,Morning
02/06/2026 00:25,P1,58.49602097,Nairobi,Morning
02/06/2026 00:30,temp_sensor,53.57015486,Kisumu,Afternoon
02/06/2026 00:35,P1,43.07090405,Kisumu,Morning
02/06/2026 00:40,TEMP_SENS,58.99599875,mombasa,Night
02/06/2026 00:45,TEMP_SENS,53.07299521,Kisumu,Night
02/06/2026 00:50,Pressure_01,58.12862119,Nairobi,Night
02/06/2026 00:55,Pressure_01,56.29628842,MBA,Afternoon
02/06/2026 01:00,Pressure_01,41.71004989,MBA,Morning
02/06/2026 01:05,P1,44.3981896,Mombasa,Afternoon
02/06/2026 01:10,Pressure_01,57.47293605,Mombasa,Night
02/06/2026 01:15,temp_sensor,56.10370265,Mombasa,Morning
02/06/2026 01:20,P1,49.79098406,MBA,Morning
02/06/2026 01:25,TEMP_SENS,51.17327383,Nairobi,Morning
02/06/2026 01:30,P1,62.77664896,MBA,Afternoon
02/06/2026 01:35,Pressure_01,44.08428611,MBA,Morning
02/06/2026 01:40,temp_sensor,55.47097381,Mombasa,Afternoon
02/06/2026 01:45,temp_sensor,47.97807348,mombasa,Morning
02/06/2026 01:50,Pressure_01,47.82318797,Mombasa,Night
02/06/2026 01:55,temp_sensor,60.98776852,mombasa,Afternoon
02/06/2026 02:00,P1,58.25416349,Nairobi,Morning
02/06/2026 02:05,P1,58.13509636,Nairobi,Afternoon
02/06/2026 02:10,Pressure_01,63.05478807,NRB,Morning
02/06/2026 02:15,temp_sensor,50.21003842,NRB,Night
02/06/2026 02:20,TEMP_SENS,56.81952971,NRB,Night
02/06/2026 02:25,P1,46.89733243,Nairobi,Night
02/06/2026 02:30,P1,53.24166352,Mombasa,Morning
02/06/2026 02:35,P1,48.69856946,Mombasa,Afternoon
02/06/2026 02:40,P1,50.96995965,Mombasa,Afternoon
02/06/2026 02:45,TEMP_SENS,55.95157025,MBA,Night
02/06/2026 02:50,Pressure_01,41.81779317,NRB,Night
02/06/2026 02:55,P1,70.92387276,Mombasa,Night
02/06/2026 03:00,temp_sensor,39.93982619,NRB,Morning
02/06/2026 03:05,TEMP_SENS,37.85811387,NRB,Afternoon
02/06/2026 03:10,P1,61.58110874,MBA,Morning
02/06/2026 03:15,temp_sensor,57.91662694,Nairobi,Night
02/06/2026 03:20,P1,56.24119817,Mombasa,Night
02/06/2026 03:25,Pressure_01,56.28345509,MBA,Morning
02/06/2026 03:30,TEMP_SENS,49.87753227,Nairobi,Night
02/06/2026 03:35,Pressure_01,41.02745629,Nairobi,Afternoon
02/06/2026 03:40,TEMP_SENS,50.75804558,Mombasa,Night
02/06/2026 03:45,P1,43.22838288,Kisumu,Afternoon
02/06/2026 03:50,P1,59.75119733,NRB,Night
02/06/2026 03:55,TEMP_SENS,48.52942618,mombasa,Morning
02/06/2026 04:00,temp_sensor,41.74502803,NRB,Night
02/06/2026 04:05,temp_sensor,46.78614158,NRB,Night
02/06/2026 04:10,P1,54.12931454,mombasa,Morning
02/06/2026 04:15,P1,44.36275447,Kisumu,Night
02/06/2026 04:20,Pressure_01,41.77779604,Nairobi,Morning
02/06/2026 04:25,P1,52.43687211,mombasa,Morning
02/06/2026 04:30,TEMP_SENS,52.44966571,mombasa,Afternoon
02/06/2026 04:35,temp_sensor,44.93056825,MBA,Night
02/06/2026 04:40,temp_sensor,45.28961694,MBA,Night
02/06/2026 04:45,Pressure_01,52.32049937,MBA,Night
02/06/2026 04:50,temp_sensor,35.51915659,Nairobi,Afternoon
02/06/2026 04:55,temp_sensor,35.92536226,mombasa,Night
02/06/2026 05:00,TEMP_SENS,42.81555779,Mombasa,Afternoon
02/06/2026 05:05,temp_sensor,47.86552848,mombasa,Afternoon
02/06/2026 05:10,Pressure_01,53.10907566,Nairobi,Night
02/06/2026 05:15,Pressure_01,64.75356217,MBA,Night
02/06/2026 05:20,temp_sensor,58.57659623,Nairobi,Morning
02/06/2026 05:25,P1,48.4006147,MBA,Afternoon
02/06/2026 05:30,temp_sensor,49.80983792,Nairobi,Afternoon
02/06/2026 05:35,Pressure_01,39.97470635,Mombasa,Afternoon
02/06/2026 05:40,Pressure_01,49.81486864,MBA,Afternoon
02/06/2026 05:45,TEMP_SENS,47.11341361,MBA,Afternoon
02/06/2026 05:50,temp_sensor,53.2271856,mombasa,Morning
02/06/2026 05:55,temp_sensor,41.72769056,Kisumu,Morning
02/06/2026 06:00,TEMP_SENS,55.19346514,Kisumu,Afternoon
02/06/2026 06:05,Pressure_01,65.32738913,Nairobi,Night
02/06/2026 06:10,TEMP_SENS,48.91239852,NRB,Night
02/06/2026 06:15,P1,54.01711722,NRB,Night
02/06/2026 06:20,temp_sensor,56.90143992,mombasa,Night
02/06/2026 06:25,Pressure_01,45.98779528,Nairobi,Afternoon
02/06/2026 06:30,TEMP_SENS,52.24092482,Mombasa,Night
02/06/2026 06:35,Pressure_01,50.12592401,mombasa,Night
02/06/2026 06:40,P1,50.97676099,MBA,Afternoon
02/06/2026 06:45,temp_sensor,42.26990216,Mombasa,Night
02/06/2026 06:50,TEMP_SENS,50.24510174,Nairobi,Night
02/06/2026 06:55,Pressure_01,54.97998291,MBA,Night
02/06/2026 07:00,temp_sensor,64.51143608,NRB,Night
02/06/2026 07:05,temp_sensor,59.59270826,Nairobi,Morning
02/06/2026 07:10,Pressure_01,71.53182458,MBA,Morning
02/06/2026 07:15,temp_sensor,42.32652437,Nairobi,Morning
02/06/2026 07:20,temp_sensor,58.72320637,MBA,Night
02/06/2026 07:25,TEMP_SENS,51.83342006,Nairobi,Night
02/06/2026 07:30,temp_sensor,71.89802933,Kisumu,Afternoon
02/06/2026 07:35,TEMP_SENS,41.91701715,NRB,Night
02/06/2026 07:40,temp_sensor,41.60278158,mombasa,Afternoon
02/06/2026 07:45,P1,44.00607355,MBA,Night
02/06/2026 07:50,P1,28.76104276,MBA,Morning
02/06/2026 07:55,TEMP_SENS,44.74244978,NRB,Night
02/06/2026 08:00,TEMP_SENS,42.40867338,Kisumu,Night
02/06/2026 08:05,P1,51.50393786,mombasa,Morning
02/06/2026 08:10,temp_sensor,53.41755976,Nairobi,Night
02/06/2026 08:15,TEMP_SENS,68.76170839,MBA,Night
02/06/2026 08:20,Pressure_01,59.50423838,mombasa,Night
02/06/2026 08:25,temp_sensor,44.23096344,Nairobi,Night
02/06/2026 08:30,temp_sensor,41.01585329,MBA,Afternoon
02/06/2026 08:35,P1,54.91919172,MBA,Night
02/06/2026 08:40,TEMP_SENS,36.79766793,Kisumu,Morning
02/06/2026 08:45,temp_sensor,68.31458766,Kisumu,Afternoon
02/06/2026 08:50,TEMP_SENS,61.79440121,Kisumu,Night
02/06/2026 08:55,TEMP_SENS,45.30824348,Nairobi,Afternoon
02/06/2026 09:00,TEMP_SENS,32.86865471,NRB,Night
02/06/2026 09:05,P1,63.53872374,mombasa,Night
02/06/2026 09:10,TEMP_SENS,48.85460155,MBA,Night
02/06/2026 09:15,P1,62.37816312,Nairobi,Night
02/06/2026 09:20,Pressure_01,34.05572341,MBA,Afternoon
02/06/2026 09:25,temp_sensor,44.00624977,Nairobi,Night
02/06/2026 09:30,temp_sensor,50.052437,MBA,Night
02/06/2026 09:35,Pressure_01,50.46980594,Mombasa,Night
02/06/2026 09:40,P1,45.49934529,NRB,Afternoon
02/06/2026 09:45,temp_sensor,56.22849932,mombasa,Afternoon
02/06/2026 09:50,P1,39.32379571,NRB,Morning
02/06/2026 09:55,P1,48.57620515,NRB,Night
02/06/2026 10:00,P1,51.20295632,mombasa,Morning
02/06/2026 10:05,Pressure_01,55.14438834,Kisumu,Morning
02/06/2026 10:10,Pressure_01,57.11614878,NRB,Afternoon
02/06/2026 10:15,P1,38.75357908,Mombasa,Morning
02/06/2026 10:20,TEMP_SENS,34.65885829,Kisumu,Morning
02/06/2026 10:25,Pressure_01,62.77676822,Nairobi,Night
02/06/2026 10:30,TEMP_SENS,53.32314012,Kisumu,Morning
02/06/2026 10:35,TEMP_SENS,42.51513463,mombasa,Morning
02/06/2026 10:40,P1,65.51151976,Nairobi,Afternoon
02/06/2026 10:45,TEMP_SENS,51.15674634,MBA,Morning
02/06/2026 10:50,TEMP_SENS,61.79297184,Kisumu,Afternoon
02/06/2026 10:55,TEMP_SENS,50.67518481,Mombasa,Night
02/06/2026 11:00,P1,70.60747925,Nairobi,Afternoon
02/06/2026 11:05,P1,67.55340842,Kisumu,Morning
02/06/2026 11:10,Pressure_01,47.51035852,Nairobi,Morning
02/06/2026 11:15,Pressure_01,59.71570951,mombasa,Night
02/06/2026 11:20,TEMP_SENS,56.4537595,Kisumu,Afternoon
02/06/2026 11:25,P1,63.68631558,MBA,Morning
